,press,reporter,title,content
685,머니투데이,정진우,"文대통령, 오늘 오세훈·박형준 靑오찬…'野와 소통 강화' - 머니투데이","문재인 대통령이 21일 신임 오세훈 서울시장·박형준 부산시장과 오찬 간담회를 갖는다. '4·7재보궐 선거' 참패 이후 국정안정 등을 위해 야권과 소통을 강화하려는 행보로 풀이된다. 

박경미 청와대 대변인은 이날 오전 서면브리핑을 통해 ""문 대통령이 오늘 낮12시 청와대 상춘재에서 오 시장·박 시장과 오찬을 진행한다""며 ""이 자리는 문 대통령의 뜻에 따라 두 시장을 초청하고, 두 시장이 흔쾌히 응해 이뤄진 것이다""고 밝혔다.

이날 오찬엔 대통령비서실에선 유영민 비서실장과 이철희 정무수석이 배석할 예정이다.

이번 오찬은 대한민국 제1·제2 도시인 서울과 부산의 현안에 대해, 야당 소속 지방자치단체장과 함께 머리를 맞대고 힘을 모으는 것이 매우 중요하기 때문에 마련됐다.

특히 신임 이철희 정무수석 취임 후 첫 야당 소속 단체장과 협치의 자리란 의미가 있다는 게 청와대 설명이다.

문 대통령은 이 자리에서 4.7 재보궐 선거로 당선된 두 시장의 취임을 축하하고, 서울시와 부산시의 현안에 대해 심도있는 대화를 나눌 예정이다. 또 코로나19 방역, 민생 경제 회복, 서민 주거 안정 등 국가적 문제에 대해서도 의견을 교환할 계획이다.

박 대변인은 ""문 대통령은 지난 19일 수석보좌관회의에서 야당과의 소통과 협력에도 힘써 주기 바라며, 선거로 단체장이 바뀐 지자체와도 특별한 협력체제를 구축해 주기 바란다고 지시한 바 있다""고 강조했다.

한편 청와대 관계자는 ""문 대통령이 이날 간담회에 앞서 전날 오후 박영선·김영춘 등 민주당 소속 낙선자들을 초청해 비공개 만찬을 했다""고 밝혔다."
689,머니투데이,정진우,"文대통령, 오늘 오세훈·박형준 靑오찬 '방역·부동산' 협의 - 머니투데이","[서울=뉴시스]박영태 기자 = 문재인 대통령이 19일 오후 청와대 여민관에서 열린 수석·보좌관회의를 주재하고 있다. 2021.04.19. since1999@newsis.com

문재인 대통령이 21일 신임 오세훈 서울시장·박형준 부산시장과 오찬 간담회를 갖는다.

박경미 청와대 대변인은 이날 오전 서면브리핑을 통해 ""문 대통령이 오늘 낮12시 청와대 상춘재에서 오 시장·박 시장과 오찬을 진행한다""며 ""이 자리는 문 대통령의 뜻에 따라 두 시장을 초청하고, 두 시장이 흔쾌히 응해 이뤄진 것이다""고 밝혔다.

이날 오찬엔 대통령비서실에선 유영민 비서실장과 이철희 정무수석이 배석할 예정이다.

이번 오찬은 대한민국 제1·제2 도시인 서울과 부산의 현안에 대해, 야당 소속 지방자치단체장과 함께 머리를 맞대고 힘을 모으는 것이 매우 중요하기 때문에 마련됐다.

특히 신임 이철희 정무수석 취임 후 첫 야당 소속 단체장과 협치의 자리란 의미가 있다는 게 청와대 설명이다.

문 대통령은 이 자리에서 4.7 재보궐 선거로 당선된 두 시장의 취임을 축하하고, 서울시와 부산시의 현안에 대해 심도있는 대화를 나눌 예정이다. 또 코로나19 방역, 민생 경제 회복, 서민 주거 안정 등 국가적 문제에 대해서도 의견을 교환할 계획이다.

박 대변인은 ""문 대통령은 지난 19일 수석보좌관회의에서 야당과의 소통과 협력에도 힘써 주기 바라며, 선거로 단체장이 바뀐 지자체와도 특별한 협력체제를 구축해 주기 바란다고 지시한 바 있다""고 강조했다."
743,머니투데이,방윤영,"오세훈 서울시장 ""국토부, 부동산 투기 조사 권한 넘겨달라"" - 머니투데이","오세훈 서울시장이 20일 오전 서울 중구 서울시청 브리핑룸에서 고(故) 박원순 전 시장 재직 시절 성희롱·성폭력 피해자 관련 및 국무회의 참석 등 내용을 발표하고 있다.   오 시장은 이날 브리핑에서 국무회의에서 자신이 제안한 내용에 대한 반대토론이 있었고 반론을 냈다고 밝혔다.  /사진=뉴스1

오세훈 서울시장이 20일 국무회의에 참석해 부동산 투기 수요를 수시로 단속할 수 있도록 국토교통부의 권한 일부를 시·도지사에게 넘겨달라고 건의했다.

오 시장은 이날 국무회의에 참석한 뒤 온라인 기자간담회를 갖고 자신의 발언 요지를 이같이 밝혔다.

오 시장은 국무회의에서 ""국토부에서 현재 분기별 검증체계를 수시 검증체계로 바꾸어 신속하고 강력하게 단속해달라""며 ""시행이 어렵다면 국토부의 권한 일부를 시·도지사에게 이양해달라""고 말했다.

그는 ""최근 주요 재건축단지 등에서 규제완화에 따른 기대감으로 호가가 오르는 등 불안정한 부동산 시장에 대해 토지거래허가구역 지정을 검토 중에 있다""며 ""하지만 부동산 투기 수요를 근절하기 위해서는 투기가 의심되는 거래에 대해 국토부 등 중앙부처의 철저한 조사가 필요하다""고 했다.

그러면서 ""국토부의 현 부동산거래가격 검증체계는 분기별로 조사·운영되고 있어 부동산거래시장 변화에 다소 늦는 감이 있다""며 수시 단속 필요성과 시·도지사에 권한 이양 등이 필요하다고 설명했다.

공동주택 공시가격과 관련해서는 종합부동산세(종부세)를 지방세로 전환해달라고 요구했다. 

오 시장은 ""여러 이유로 종합부동산세(종부세)의 지방세 전환과 100% 공동 과세를 제안드린다""며 ""서울만 하더라도 전체 종부세의 약 60%를 징수 부담하지만 서울로 다시 교부되는 부동산교부세는 약 10%에 불과해 불균형 상황에 처해 있다""고 주장했다.

이어 ""어차피 종부세를 부동산교부세로 다시 교부할 바에는 지역 간 재정격차를 완화함은 물론, 재정분권 시행을 위해서라도 이 제안을 적극 검토해주시기 바란다""고 말했다.

그는 ""오늘 이같이 제안, 건의를 드린 뒤 행안부 장관, 국토부 차관, 법무장관 등 관계부처의 토론이 있었으나 부정적 측면에서 이야기가 오갔다""며 ""이에 대해 간단한 반론을 제기하고 토론을 마쳤다""고 당시 분위기를 전했다.

또 오 시장은 앞서 건의한 공시가격 결정 과정에 지방자치단체장 참여 방안, 세 부담을 낮추기 위한 정부차원의 관심과 협력 등 요청 사안에 대해 정부의 입장을 밝혀달라고 재차 요구했다.

그는 ""공시가격 급등에 따른 소득 없는 1세대 1주택자에 대한 재산세 감면, 재산세 과세특례 기준 인상 등 여러 건의 사항들과 관련해 국회에서도 관련 법률개정안들이 발의돼 논의 중""이라며 ""해당 정부 부처에서도 전향적으로 논의에 임해주실 것을 요청드린다""고 했다.

재산세 부담 완화가 이뤄질 경우에는 ""재산세 감소에 따른 지자체에 세입 보완이 필요하다""며 ""진정한 지방분권 실현을 위해서는 재정분권이 선행돼야 한다""고 밝혔다."
861,머니투데이,유엄식,2부시장 교체…서울시 주택정책 '오세훈표 조직개편' 착수하나 - 머니투데이,"38대 서울특별시장에 당선된 오세훈 시장이 8일 오전 서울시청으로 첫 출근을 하며 지지자들에게 인사를 하고 있다. /사진=김휘선 기자 hwijpg@

오세훈 서울시장 취임 이후 서울시 주택정책 실무를 총괄하는 행정2부시장이 전격 교체되면서 후속 조직개편에 관심이 모인다. 서울시 안팎에선 오 시장이 공약한 '스피드 주택공급' 공약을 지원하는 체계로 후속 인사와 조직개편이 잇따를 것이란 관측이 우세하다.

19일 서울시에 따르면 오 시장은 토목, 건축, 기술 분야를 아우르는 최고위직인 행정2부시장에 류훈 도시재생실장을 내정했다. 오 시장이 금명간 문재인 대통령에 임용을 제청하면 최종 재가를 거쳐 인사가 확정된다.
━스피드 주택공급 공약 지원 체계 전환…주요 사업 임시조직화 가능성━오 시장이 당초 거론됐던 외부 인사나 퇴직자가 아닌 현직 인사를 부동산 공약 달성 핵심 보직에 앉힌 것은 조직 안정에 무게를 두면서도 공급에 속도를 내기 위한 포석으로 풀이된다. 

류 내정자는 2008~2010년 당시 주택공급과장으로 오 시장의 핵심 주거복지 정책인 '장기전세주택(시프트)' 도입과 운영을 책임졌다. 이후 도시계획국장, 주택건축국장, 주택건축본부장 등 핵심 보직을 역임했다.

도시재생실 최고 책임자가 2부시장에 오른 것은 향후 조직개편의 신호탄이란 해석도 나온다. 그가 몸담았던 도시재생실이 향후 서울시 주택정책 조직개편과도 밀접하게 맞물려 있어서다. 
오세훈 시장이 행정2부시장으로 내정한 류훈 도시재생실장. /사진제공=서울시도시재생실은 박원순 전 시장이 도심 뉴타운 개발을 전면 중단하고 '보존' 중심으로 정책을 전환한 상징적인 조직이다. 2013년 출범 이후 지속적인 조직 확대를 통해 현재 2부시장 산하 중 안전총괄실과 더불어 1급직(지방관리관)이 맡고 있다. 2급직(지방이사관)이 부서장인 주택건축본부, 도시계획국의 상위 조직인 셈이다.

오 시장 당선 전후로 서울시 안팎에선 도시재생실 축소 재편 가능성을 높게 보고 있다. 전임 시장의 '흔적 지우기' 차원을 넘어, 공급 확대란 정책 목표 차원에서도 주택건축본부와 도시계획국의 상위 부서에 존재하는 것이 부자연스럽기 때문이다.

도시재생실은 주택공급 부서와 업무 영역이 겹치는 부분이 적지 않다. 일례로 도시재생실이 맡고 있는 시내 52개 도시활성화구역 중 종로구 창신동을 비롯한 32개 지역에서 '주거지 재생형' 사업을 진행 중이다. 이 중 상당수 지역에서 재개발 사업을 다시 추진해달라는 요구가 나온다.

오 시장은 주민들이 다시 재개발을 강력히 희망하는 지역은 사업 물꼬를 터줄 가능성이 크다. 그렇게 되면 기존 도시재생 사업은 중단 또는 축소될 수밖에 없다.

오 시장은 지난 12일 첫 업무보고에서 주택건축본부와 도시재생실로부터 동시에 업무보고를 받았다. 이날 오 시장은 주택공급과 관련해선 여러 보완책을 주문했으나 도시재생 사업에 대해선 별다른 의견을 내지 않은 것으로 알려졌다.
━실국 통폐합 등 대규모 조직개편은 시의회 의견수렴 필요…정기인사 앞둔 6~7월 윤곽━다만 현실적으로 즉각적인 후속 인사를 통해 도시재생실 조직을 축소하고 업무를 통폐합하기는 어렵다. 각 국실별 직급과 업무 분장을 동반한 조직 개편은 시의회 의견청취 등 절차가 필요한 까닭이다. 매년 1월, 7월 두 차례 정기인사를 하는 것도 이런 이유에서다.

따라서 당분간은 도시재생실, 주택건축본부, 도시계획국 등 각 부서별로 산재된 주요 사업 중 오 시장이 관심을 갖는 상생주택(장기전세주택) 1인가구 및 청년층 주거안정을 위한 사업은 별도로 빼서 전담 추진하는 TF 형태의 임시조직을 만들 가능성이 거론된다. 

서울시 관계자는 ""실국 업무분장을 조정하기엔 시간이 부족하고, 시의회 의견수렴도 필요해 시간을 허비할 수 있기 때문에 정기 인사와는 별도로 당분간 주요 프로젝트를 취합해서 신속한 주택공급이 필요한 곳은 빠르게 의사결정을 내리는 구조로 운영할 가능성이 있다""고 말했다.

각 국실별 직급과 인력 조정을 수반하는 조직개편은 내부 검토와 오 시장의 결단을 통해 7월 정기인사 이후 가시화될 전망이다. 이 과정에서 주택건축본부 등 재건축, 재개발 관련 부서장 직급이 도시재생실 부서장 직급과 역전될 가능성도 거론된다.

고위직 정원을 늘리는 방안은 행정안전부와 협의를 거쳐야 하기 때문에 잔여 임기가 1년 2개월에 불과한 오 시장 입장에선 선택이 쉽지 않은 카드다. 이에 따라 대규모 조직개편은 쉽지 않을 것이란 관측도 나온다.
 서울 강남구 개포동 SH공사 본부 전경. /사진제공=뉴스1서울시 산하기관인 서울주택도시공사(SH공사) 사장도 선임 절차를 고려하면 6월 이후에나 윤곽이 보일 것으로 예상된다. SH사장은 임원추천위원회가 공모를 거쳐 최종 2명을 선정하면 그 중 한명을 시장이 선임하는 구조로 인사가 진행된다.

업계 안팎에선 신임 SH공사 사장 후보로 부동산 전문가인 김현아 국민의힘 비상대책위원과 김효수 전 서울시 주택본부장 등이 거론된다."
863,머니투데이,김성진,"하태경 ""오세훈 재건축 속도조절 '환영'…집값 안정이 우선"" - 머니투데이","하태경 국민의힘 의원. 2021.3.8/사진제공=뉴스1    

하태경 국민의힘 의원은 최근 오세훈 서울시장이 재건축 속도조절에 나설 가능성을 시사하자 ""환영한다""며 ""토지임대부 상생주택 통한 집값 안정이 우선""이라 강조했다. 

하 의원은 지난 18일 페이스북에 ""서울시가 재건축 속도조절하겠다는 입장을 내놨다""면서 ""공급을 늘려 집값을 안정시킨다는 것인데, 도리어 집값 상승을 부추기는 역효과의 조짐이 보이니까 곧바로 방향을 바꾼 것""이라 설명했다. 

이어 ""지금 제일 필요한 것은 집값 안정""이라며 ""양질의 저렴한 아파트를 주택시장에 대폭 공급할 수 있는 토지임대부 상생주택이 그 해결책""이라 제시했다. 

하 의원은 ""이 정부는 이미 서울 공공택지 12만호 공급계획이 있다""며 ""이 부지에 한국토지주택공사(LH)와 서울주택도시공사(SH)가 기존과 같은 방식으로 고분양 폭리 아파트를 공급한다면 집값이 안정되겠느냐""고 물었다.

그러면서 ""토지는 공공이 소유한 채로 건물만 분양하는 방식으로 집값을 확 낮춰야 집값 안정에 기여할 수 있다""고 설명했다. 

아울러 ""토지임대부 주택은 박영선 전 중소벤처기업부 장관도 서울시장 후보 시절 공약으로 밀었던 정책""이라며 ""여야 협치로 신속 추진이 가능한 정책이다. 오 시장의 용단을 기대한다""고 밝혔다."
992,머니투데이,기성훈,"오세훈 ""세월호 진상규명 멈춰서는 안돼..매뉴얼 서울 착수"" - 머니투데이","/사진제공=서울시

오세훈 서울시장이 16일 세월호 참사 7주기를 맞아 ""이제 7년이나 지난 지금 세월호 희생자, 특히 우리 소중한 아이들의 희생이 헛되지 않으려면 진상규명에 멈춰서는 안 된다""며 ""재난과 위기 대응 태세 점검에 착수해 '매뉴얼 서울'을 만들겠다""고 밝혔다.

오 시장은 이날 '세월호 7주기를 맞이하여 각오를 밝힙니다'라는 영상메시지를 통해 ""문재인 대통령은 아직도 진상규명에 무게 중심을 두고 말씀하신다. 물론 진상규명이 변화의 바탕""이라면서 이같이 말했다.

문 대통령은 이날 오전 세월호 7주기 소셜미디어(SNS) 메시지에서 ""속도가 더뎌 안타깝다""면서 진상규명을 강조했다. 그는 ""진실만이 비극을 막고, 생명이 소중한 사회를 앞당겨줄 것""이라면서 ""'사회적참사 특별조사위원회'를 통해 성역 없는 진상규명이 이루어지도록 끝까지 챙기겠다""고 했다.

오 시장은 ""세월호 참사 이후 중앙정부나 지방정부 모두 재난과 돌발사고, 즉 위기 대응을 위한 준비에 만전을 기하고 있는지 확인하는 것이 매년 세월호 추모일에 우리가 해야 할 일""이라고 했다. 그러면서 ""이것이야말로 진정으로 세월호 희생자 부모님들에게, 우리 아이들에게 우리 사회가 진 큰 빚을 갚는 길""이라고 강조했다.

그는 특히 ""지금이라도 우리 사회는 '매뉴얼 사회' 로 나아가야 한다""며 ""재난발생시 매뉴얼로 즉각적으로 대응하는 일본의 경우가 타산지석이고, 허리케인 샌디 이후 달라진 미국 또한 우리가 반면교사로 삼아야 한다""고 말했다.

오 시장은 ""세월호는 대한민국을 한층 업그레이드 시킬 수 있는 전환점이 될 수 있었다""며 ""세월호 참사를 통해 우리는 한 단계 더 성숙해 졌어야 한다""고 했다. 이어 ""진상규명을 넘어 세월호 추모일만큼은 매년 우리 사회의 재난 대응 매뉴얼을 점검하는 날이 되어야 할 것""이라며 ""서울시부터 시작하겠다. 지역재난안전대책본부장으로서 처음부터 다시 시작한다는 마음가짐으로 제대로 준비하겠다""고 마무리했다."
1037,머니투데이,기성훈,"""조직 안정"" 오세훈號 1기 인사…정무부시장에 '安 복심' 내정 - 머니투데이","조인동 기획조정실장(왼쪽)과 류 훈 도시재생실장

오세훈호(號)의 서울시 1기 '조각(組閣)'이 본격화됐다. 행정1·2부시장에 조인동 기획조정실장(54)과 류 훈 도시재생실장(58)을 각각 내정한 것으로 알려졌다. 이번 인사는 4·7보궐선거를 통해 입성한 만큼 오 시장이 ‘조직 안정’에 무게를 뒀다는 분석이 나온다.

16일 서울시에 따르면 오 시장은 서울시 행정1·2부시장에 조 실장과 류 실장을 내정하고 청와대에 임명을 제청할 예정이다. 조 실장의 1부시장 내정에 따라 기획조정실장에는 황보연 도시교통실장이 내정됐다.

조 내정자는 행정공시 32회로 시 기획담당관, 정책기획관, 서울혁신기획관, 서대문구 부구청장, 일자리노동정책관, 경제정책실장 등을 거쳤다. 다양한 행정 경험과 탁월한 추진력을 갖춘 행정 전문가라는 평가는 받는다. 류 내정자는 주택공급과장, 도시계획국장, 주거사업기획관, 시설국장, 주택건축국장, 주택건축본부장 등을 지낸 도시계획 전문가다.

결과적으로 오 시장의 첫 부시장단 인사는 속도감 있는 시정 운영을 위한 내부 승진인사로 풀이된다. 1년2개월 임기 야당 시장이니만큼 속도전에서 밀리면 성과를 내기 어렵다고 판단한 것으로도 분석된다. 서울시 한 간부는 “외부 인사 등 중용설도 제기됐지만 결국 시 공무원으로 인사가 이뤄졌다”면서 “조직 추스르기와 함께 시정의 연속성을 위한 인사로 보인다”고 말했다.
/사진제공=서울시정무부시장에는 김도식 국민의당 대표 비서실장(53)을 내정했다. 오 시장이 안철수 국민의당 대표와의 '서울시 공동경영' 약속에 따른 것이다. 

김 비서실장은 안 대표가 대선에 출마한 2012년부터 그를 보좌한 '복심'으로 알려져 있다. 명지대 정치외교학과를 졸업한 김 정무부시장 내정자는 동국대학교 대학원 문화콘텐츠학과 겸임교수로도 활동중이다. 신임 정무부시장은 신원조사 등 임용절차를 거쳐 이달 중 최종 임용될 예정이다.

정무부시장은 시장을 보좌해 국회·시의회 및 언론·정당과 서울시의 업무를 협의·조정하는 직위로, 시장이 임명하는 차관급 정무직공무원이다. 서울시 관계자는 ""김 정무부시장이 원활한 대외협력관계를 구축하는데 기여할 것으로 기대한다""고 말했다."
1063,머니투데이,안채원,안철수와의 약속 지킨 오세훈…서울시 정무부시장에 김도식 내정 - 머니투데이,"김도식 비서실장(사진 중앙 검정색 옷)./사진=뉴스1

오세훈 서울시장이 안철수 국민의당 대표와의 '서울시 공동경영' 약속에 따라 안 대표 측 김도식 비서실장을 서울시 정무부시장으로 내정했다. 

15일 국민의당 등에 따르면 오 시장은 이날 김 비서실장에게 정부부시장 내정 사실을 통보했다. 

김 비서실장은 이날 오후 8시4분쯤 국민의당 출입기자단에 문자메시지를 보내 ""금일 서울시로부터 정무부시장직으로 내정 통보를 받았다""며 ""다만 아직 정식 임명 절차들이 남아있는 관계로 자세한 내용은 추후 말씀드리도록 하겠다""고 밝혔다. 

오 시장은 앞서 4·7 재보궐선거 야권 단일화 과정에서 안 대표와 '서울시 공동경영'을 약속했다. 

김 비서실장은 안 대표가 대선에 출마한 2012년부터 그를 보좌한 '복심'으로 알려져 있다."
1066,머니투데이,기성훈,"""지옥에서 천당으로""...1년 만에 확 달라진 오세훈 위상 - 머니투데이","지난해 4월 13일 당시 오세훈 미래통합당 광진을 후보(오른쪽)와 고민정 더불어민주당 광진을 후보가 서울 광진구 일대에서 열린 현장유세에서 유권자들에게 지지를 호소하고 있다. /사진=뉴스1

""1년 전과는 확연히 달라진 위상이다."" 오세훈 서울시장을 두고 들리는 말이다. 

정확히 1년 전 치러진 21대 총선. 당시 오 시장은 서울 광진을에서 현 고민정 더불어민주당 의원에게 2746표차로 고배를 마셨다. 정치 신인과 대결에서 패했다는 점에서 당시 오 시장에 대해 ""정치적 생명이 끝났다""는 평가까지 나왔다. 20대 총선에 이은 연패로 오 시장의 경쟁력에 대한 의구심이 커진 것이다. 

하지만 그는 절치부심했다. 2011년 무상급식 사태로 스스로 떠났던 서울시장에 재도전했다. 당내 경선과 단일화 관문을 연이어 돌파하며 기회를 잡았다. 그는 결국 10년 만에 서울시장 탈환에 성공했다.  지난 7일 오후 8시 15분경 지상파 방송3사 출구조사 결과가 나왔을 땐 오 시장은 눈을 질끈 감고 이내 고개를 떨궜다. 혼자 눈물을 삼킨 듯 눈가도 촉촉했었다. 약 4시간 뒤 당선이 확정되자 그는 기쁨을 감추지 못했다. 
오세훈 서울시장 후보가 지난 7일 서울 여의도 중앙당사에 마련된 상황실에서 4·7 재보궐선거 방송사 출구조사 발표를 지켜보고 있다./사진=뉴스1불과 1년 만에 지옥에서 천당으로 올라간 셈이다. 오 시장은 ""지난 5년 동안 일할 땐 머리로 일을 했다. 그러나 약속드린 대로 앞으로 시장으로서 일할 땐 뜨거운 가슴으로 일하겠다""고 소감을 밝혔다. 

지난 8일 오전 8시 50분쯤 신청사에 출근할 때도 오 시장은 ""눈물이 나올 것 같았는데 너무 기다리는 분들이 많아 눈물이 쏙 들어갔다""고 말했다. 본인이 공들여 디자인하고 만든 신청사에 10년 만에 출근하는 소감이었다.

1년2개월 임기 야당 시장이니만큼 속도전에서 밀리면 성과를 내기 어렵다고 판단한걸까. 출근 이후부터 1주일이 지난 시점에 오 시장은 살인적인 일정을 소화하고 있다. ‘첫날부터 능숙하게’라는 선거 슬로건은 빈말이 아니었다. 취임하자마자 코로나19(COVID-19)  방역 관련 오세훈표 ‘서울형 거리두기’ 제시, 자가진단 키트 시범 사업 등 자신의 존재감을 여실히 보여주고 있다. 4차 대유행이 우려되는 시점에 방역에 대한 우려를 제기하는 목소리도 나오지만 '방역'과 '상생'을 키워드로 제시했다는 평가도 있다.
오세훈 서울시장이 13일 오전 서울 종로구 세종대로 정부서울청사에서 영상으로 열린 국무회의에 참석하고 있다./사진=뉴스1 지난 13일에는 야당 인사로 처음으로 국무회의에도 참석했다. 이 자리에서 오 시장은 정부의 부동산 정책과 코로나19 방역 대응에 각을 세웠다. 오 시장은 앞으로 문 대통령이 주재하는 국무회의에 꾸준하게 참석하겠다고 밝혔다. 정부 비판의 목소리를 내며 그의 존재감은 더욱 부각할 것으로 보인다.

내부 조직 독려에 속도를 내고 있다. 10년 간 ‘박원순 시정’에 익숙했던 방식을 바꿔야 한다고 오 시장은 간부들에게 주문하고 있다. 최근 비공개 회의에서도 간부들을 다그쳤다는 후문도 들렸다. 효율적이고 실효성 있는 정책을 공무원들이 시민들을 위해 만들어야 한다는 게 그의 생각이다.

서울시 한 공무원은 오 시장 취임 후 1주일을 ""마치 1000m 달리기 시합을 100m 시합 속도로 전력 질주하고 있는 느낌""이라고 혀를 내둘렀다. 오 시장의 이런 속도전은 과거  5년여간 서울시를 운영해 본 자신감에서 나오는 것이다. 여기에 운용의 묘를 살려 대한민국 1등 도시의 경쟁력을 키울 수 있는 오 시장의 역할을 기대해본다."
1087,머니투데이,강주헌,“너무 성급” 지적에도 몸 낮춘 오세훈…시의회 허니문 속 ‘신경전’ - 머니투데이,"(서울=뉴스1) 오대일 기자 = 38대 서울특별시장에 당선된 오세훈 시장이 8일 오전 취임 첫 외부 일정으로 서울 중구 서울시의회를 찾아 김인호 시의회 의장과 서로 자리를 권하고 있다. 2021.4.8/뉴스1   

""1년 3개월의 짧은 임기의 시장이 성과를 내기 위해 서두르지 마십시오""(더불어민주당 서울시의회)

""지난 10년 동안 많은 공부를 했습니다. 시의회와 적극 소통하겠습니다""(오세훈 서울시장)

오세훈 서울시장과 서울시의회의 사실상 첫 상견례 자리에서 나온 얘기다. 민주당 일색인 서울시의회는 오 시장과의 일문일답에서 시정에 대한 충고는 물론 날 선 질문을 던지기도 했지만 오 시장은 겸손한 답변으로 일관한 것으로 알려졌다.

오 시장이 지난 8일 취임 이후 시장직을 수행한 지 일주일 째를 맞은 14일 오 시장과 주요 실국장은 오전 서울시청 간담회장에서 김인호 서울시의회 의장을 비롯한 의장단, 상임위원장단과 현안간담회를 가졌다.

이날 현안간담회에서 오 시장은 몸을 한껏 낮추고 협조를 구한 것으로 알려졌다. 오 시장은 취임 직후 ""의회의 협조 없이는 아무 것도 할 수 없다""고 강조했다. 10년 전 재선시장으로 재임할 당시 시의회와 갈등을 빚었던 경험을 의식한 모습이다. 

시의회에는 10년 전 오 시장을 경험한 다선 의원들이 있다. 이들은 이날 자리에서 ""서울시민들은 의회와 시장의 '과거 행태'를 절대 원하지 않는다""며 ""1년 3개월 임기의 시장이 성과를 내기 위해 서두른다든지 당(국민의 힘)의 입장을 내세우는 등 불안을 조성하면 시의회의 협조가 어렵다""고 말했다.

민주당 시의회 의장단 관계자는 ""4·7 보궐선거 공약에 대해 '이치에 맞지 않는다'며 날카롭게 꼬집은 의원들도 있었는데 오 시장은 그럴 때마다 '한번 더 검토해보겠습니다, 다시 생각해보겠습니다'라며 아주 낮은 자세로 협력을 구했다""고 말했다.

민주당 시의원들과 오 시장이 대립할 거라는 우려가 나왔지만 취임 이후 '허니문 기간' 속에서 화기애애한 분위기를 이어가는 모양새다. 서울시의회 109석 중 101석이 민주당 소속이다. 

오는 19일 300회 임시회를 앞두고 지난 13일 민주당 시의원들이 의원 총회를 열어 행정사무조사 안건 상정을 잠정 보류하기로 하고, 본회의에서 진행하려던 시정 질문도 취임한 지 얼마 안 된 오 시장을 배려하는 차원에서 6월로 연기하면서 협력 분위기가 조성됐다.

다만 갈등이 표면화되는 걸 잠시 봉합했을 뿐 뇌관은 도사리고 있다는 분석이 나온다. 오 시장은 취임 이후 중앙정부의 코로나19 방역, 부동산 정책에 각을 세우며 시 차원의 '서울형 정책'을 추진하고 있다. 

실제 이날 자리에서는 오 시장이 '자가검사 키트' 도입을 추진하는 것에 대한 지적이 나왔다. 재건축·재개발 규제 완화, 광화문광장 공사 중단 등 오 시장이 공약으로 밝혔지만 시의회와 이견이 있는 민감한 주제는 이날 자리에서 논의되지는 않은 것으로 파악됐다.

민주당 시의회 관계자는 ""서울시에서 너무 성급하게 독단적으로 하는 건 잘못하면 방역체계를 흔드는 거라 불안하다는 비판이 제기됐다""며 ""오 시장은 '매스컴에서 불안요소가 과장됐다. 다른 정부 부처와 협조하면서 진행할테니 걱정하지 마시라'고 했다""고 전했다.

또 다른 시의회 관계자는 ""광화문광장 공사는 이미 진도가 많이 나갔고 다시 원점에서 검토하는 건 말이 안되는 얘기라 동의할 수 없다""며 ""재건축·재개발 문제도 조례를 통해 시의회가 동의하지 않은면 할 수 없는 일이다. 잘못하면 집값이 들썩이는 부작용이 있어 심사숙고 해야 한다""고 말했다.

그러면서 ""오 시장과 이견이 생긴다면 시의회는 정무적, 정치적 문제로 해석하고 판단할 수밖에 없다""며 ""오 시장이 정치적 목적을 가지고 독자적으로 정책을 시도하려고 한다면 의회는 절대 수용할 수 없다""고 강조했다."
