,date,title,reporter,content,press
545,2021-02-01,"[리얼미터] 대선 선호도…이재명 23%, 윤석열 18%, 이낙연 13%",오연서 기자 loveletter@hani.co.kr,"리얼미터의 대선주자 선호도 조사에서 이재명 경기도지사가 처음으로 선두에 올라섰다. 리얼미터는 <오마이뉴스> 의뢰로 지난달 25∼29일 닷새간 전국 유권자 2529명을 대상으로 차기 대선주자의 선호도를 조사한 결과(신뢰수준 95%에 오차범위 ±1.9%포인트), 이 지사가 23.4%를 기록하며 윤석열 검찰총장(18.4%)과 이낙연 더불어민주당 대표(13.6%)보다 앞섰다고 밝혔다. 2위 윤 총장과의 격차는 5%포인트로, 오차범위 밖이다. 이 지사의 선호도는 한 달 전 조사에 견줘 5.2% 포인트가 올랐다.
지역별로는 부산·울산·경남(21.8%)에서 지난해 12월에 견줘 10.2%포인트 올라 가장 큰 폭으로 올랐고, 광주·전라(8.5%포인트↑), 인천·경기(8.0%포인트↑), 서울(3.6%포인트↑) 등 대부분의 지역에서 상승했다. 대구·경북에서는 2.6%포인트 떨어졌다. 연령대별로는 20대(8.4%포인트↑)에서 가장 상승폭이 컸고, 70대 이상(7.0%포인트↑), 60대(6.6%포인트↑), 50대(6.2%포인트↑), 40대(4.6%포인트↑) 등 대부분의 연령층에서 고루 상승했다. 보수층(1.0%포인트↑)보다는 진보층(6.6%포인트↑)과 중도층(6.4%포인트↑)에서 상승폭이 더 컸다.
4개월 연속 오름세였던 윤 총장의 선호도는 지난해 12월보다 5.5%포인트 떨어지며 1위 자리를 내줬다. 이낙연 대표의 선호도는 전달보다 4.6%포인트 떨어져, 9개월 연속 내림세를 기록했다.
이번 조사의 응답률은 4.4%였다. 자세한 내용은 리얼미터나 중앙선거여론조사심의위원회 누리집을 참조하면 된다.",hankyoreh
613,2021-03-09,임기 마친 이낙연 “부족함 때문에 지지율 하락…후회 순간 너무 많아”,서영지 기자 yj@hani.co.kr,"이낙연 더불어민주당 대표가 지난해 8월 당 대표에 선출된 지 192일 만인 9일 당 대표에서 물러났다. 가장 보람된 일로 제주 4·3특별법의 국회 통과를 꼽았고, 후회되는 순간은 “너무 많아서 떠오르지 않을 정도”라고 했다. 당 대표가 된 뒤 대선주자 지지도를 까먹었지만, 이 대표는 “이익과 손해를 따지기 전에 지난해 여름으로 돌아갔어도 비슷한 선택을 했으리라고 생각한다”고 말했다. 
이 대표는 이날 국회 당 대표 회의실에서 퇴임 기자간담회를 열고 “대표로 일한 기간은 짧았지만, 많은 일이 있었다”며 “국회에서는 422건의 법안을 포함해 480건의 안건이 통과됐다”고 밝혔다. 특히 이 대표는 고위공직자범죄수사처 설치, 검찰·경찰·국가정보원 개혁 법안, 공정경제 3법(상법·공정거래법 개정안·금융복합기업집단 감독법)을 통과시킨 것을 성과로 내세웠다. 이어 이 대표는 “중대재해처벌법을 제정했고, 지방의 자율성을 높이는 지방자치법도 32년 만에 전부 개정했다”며 “제주 4·3특별법을 사건 73년 만에 배보상의 근거규정을 두도록 전면 개정했고, 5·18 관련 3법도 의결해 역사의 정의를 바로 세웠다”고 강조했다. 
고 변희수 전 하사의 죽음을 계기로 국회 통과가 더 절실해진 차별금지법 제정에 대해서는 원칙적 입장만 밝혔다. 이 대표는 “차별금지법에 원칙적으로 동의한다. 단, 종교계 내부에서 우려가 있는 것은 현실”이라며 “그걸 감안해서 소관 상임위원회에서 논의가 진척되길 바란다”고 했다. 당 대표를 하기 전만 해도 1위였던 대선주자 지지도가 3위까지 내려간 데 대해선 “지지율 하락은 저의 부족함과 정치의 어려움 때문이라고 생각한다”고 말했다. 그는 ‘엄중 낙연’이라는 별명이 붙었던 것과 관련해 “제가 엄중하게 보겠다고 얘기했던 시기는 국난극복위원장 때였다. 국난극복 이외의 것에 관여하는 건 도리가 아니라고 판단했다”며 “그런 태도가 틀렸다고 생각하지 않는다”고 말했다. 올해 초 언론인터뷰에서 이명박·박근혜 전 대통령에 대한 특별사면 필요성을 언급해 논란이 일었던 데 대해선 “당장 하자는 건 아니었지만, 그럼에도 모든 문제가 그런 것처럼 국민의 마음을 좀 더 세밀하게 헤아려야 한다는 아픈 공부가 됐다”고 했다. 다만 그는 당시의 발언에 대해 “우리 국민의 마음이 너무 갈라졌다는 걸 평소 문제의식을 갖고 심각하게 생각해왔다. 그 일부로 사면에 대해선 언젠가 해야 할 과제로 생각했던 게 사실”이라고 설명했다. 
다른 대선 주자들에 대해선 말을 아꼈다. ‘정치인 윤석열’에 대해 평가해 달라는 취재진 질문에 “우선 그런 얘기를 할 만큼 그분을 잘 모른다. 검찰총장 임명장 받고 그 다음 날 총리실에 인사하러 온 게 그분을 접촉한 전부”라며 “그 정도 접촉을 가지고 사람을 평가하는 건 오만한 일이라고 생각한다”고 말했다. 이 대표가 강조하는 신복지체계와 이재명 경기도시자의 기본소득이 비교되는 것과 관련해서도 “그 두 가지 제도를 단순 비교하는 건 무리가 있다”고 답했다. 
그는 대표직을 내려놓았지만, 4·7 재보궐선거 공동상임선대위원장을 맡아 선거를 지휘한다. 그는 “이번 선거가 보궐선거여서 (서울·부산시장) 임기가 길지 않다”며 “짧은 임기 동안 정부와 매번 싸우는 정권심판론자에게 주민의 생활을 맡기는 게 현명한 것인가, 아니면 정부와 협력하고 정부로부터 얻어낼 건 얻어가면서 서울(·부산)의 발전을 위해 노력하는 그런 길을 선택할 것인가. 주민들이 현명하게 판단해주시리라 기대한다”고 말했다. ",hankyoreh
642,2021-04-08,고개 숙인 이낙연 “성찰의 시간 갖겠다”,노현웅 기자 goloke@hani.co.kr,"이낙연 더불어민주당 상임선대위원장이 전날 4·7 보궐선거 참패를 겸허하게 수용한다고 밝혔다. 그는 “성찰의 시간을 갖겠다”고도 밝혔다.
이 위원장은 8일 페이스북에 “저희들이 부족했다. 국민의 실망과 분노를 제대로 헤아리지 못했다. 국민의 삶의 고통을 충분히 살피지 못했다”며 “4·7 재보선으로 표현한 민심을 겸허하게 수용한다”고 밝혔다. 이 위원장은 부인이 코로나19 확진자와 밀접접촉해 자가격리에 들어가, 전날 개표상황실 등에 모습을 드러내지 않았다.
이 위원장은 이어 “저의 책임이 크다. 문재인 정부 첫 국무총리, 더불어민주당 대표와 선거대책위원장으로 제가 부족했다”며 “성찰의 시간을 갖겠다. 대한민국과 민주당의 미래를 차분히 생각하며 낮은 곳에서 국민을 뵙겠다. 민주당 또한 반성과 쇄신의 시간을 갖게 될 것”이라고 밝혔다.",hankyoreh
680,2021-03-31,“주거정책 세밀하지 못했다” 고개숙인 이낙연,서영지 기자 yj@hani.co.kr,"4·7 재보궐선거를 일주일 앞두고 더불어민주당이 부동산 정책 등에 대한 ‘반성’과 ‘사죄’를 언급하며 고개를 숙였다. 각종 여론조사에서 서울·부산시장 선거의 지지율 격차가 좀처럼 좁혀지지 않자 읍소전략으로 선회한 모양새다.
이낙연 더불어민주당 상임선거대책위원장은 31일 국회 소통관에서 대국민 호소 기자회견을 열어 “정부·여당은 주거의 현실을 제대로 보지 못했고, 정책을 세밀히 만들지 못했다. 무한책임을 느끼며 사죄한다”고 밝혔다. 또 “저의 사죄와 다짐으로 국민 여러분의 분노가 풀릴 수 없다는 것을 잘 안다. 여러분의 화가 풀릴 때까지 저희는 반성하고 혁신하겠다”고도 했다. 이 위원장이 국회 소통관을 찾아 직접 기자회견을 한 것은 지난해 당대표 출마 선언 뒤 처음이다.
특히 그는 부동산 문제에 대한 정부·여당의 책임을 구체적으로 언급했다. 이 위원장은 “청년과 서민들은 저축으로 내 집을 가지려는 꿈을 거의 포기하고 있다”, “정부·여당은 주거의 현실을 제대로 보지 못했고, 정책을 세밀히 만들지 못했다”고 짚었다. 앞서 지난 25일 페이스북에서 “잘못을 통렬히 반성하고 혁신하며, 미래를 다부지게 개척하겠다”고 적은 내용보다 한발 더 나아간 것이다. 이 위원장은 “국민 여러분과 촛불을 들었던 그때의 그 간절한 초심으로 돌아가겠다”며 “저희들의 부족함을 꾸짖으시되 지금의 아픔을 전화위복으로 만들려는 저희들의 혁신 노력마저 버리지는 말아 주시기를 간절히 호소드린다”고 했다.
이재명 경기도지사도 전날 “청년을 설득할 수 있는 방법은 오직 언행일치의 자세로 실력과 성과로 증명하는 길밖에 없다”며 청년 민심 수습에 나섰다. 앞서 박영선 민주당 서울시장 후보는 ‘20대는 경험치가 낮다’는 취지로 발언해 논란을 빚은 바 있다.
그는 자신의 페이스북에 올린 글에서 “모든 국민들이 그렇듯 청년들 역시 각자의 판단에 따라 합리적으로 사고하는 주권자”라며 “불공정을 바로잡고 양극화를 해소하여 지속가능한 성장이 가능하도록 할 때 비로소 책임 있는 정치세력으로서 청년들 앞에 설 수 있을 것”이라고 밝혔다. ",hankyoreh
721,2021-02-02,‘신복지제도’ 꺼내 든 이낙연 “아동수당 18살까지…종일돌봄 40% 확대”,김원철 노현웅 기자 wonchul@hani.co.kr,"이낙연 더불어민주당 대표가 2일 코로나19 사태로 심화될 양극화를 해소하기 위해 생애주기별 소득지원 등을 더 두텁게 보장하는 ‘신복지제도’ 구상을 발표했다. 대표 임기 만료를 한달여 앞둔 이 대표가 차기 대권 도전을 염두에 두고 ‘격차 해소’를 위한 ‘이낙연표 복지’를 제시한 것이라는 해석이 뒤따른다.
이 대표는 이날 오전 국회 교섭단체 대표 연설에서 “세계은행과 국제노동기구 등은 ‘보편적 사회보호’의 필요성을 2015년에 제기했다”며 “‘보편적 사회보호’를 한국에 맞게 적용하기 위해 ‘국민생활기준 2030’을 제안한다”고 말했다. 국민생활기준 2030은 소득, 주거, 교육, 의료, 돌봄, 환경 등의 영역에서 최소한의 인간다운 삶이 유지되도록 ‘최저기준’의 방어망을 치고, 중산층 수준의 ‘적정기준’을 보장하는 내용으로 구성돼 있다. 이 대표는 “최저기준은 가까운 시기에, 적정기준은 2030년까지 달성하자”며 “이를 위해 ‘국민생활기준 2030 범국민특별위원회’를 설치하겠다”고 밝혔다.
이 대표는 구체적인 정책도 내놨다. 그는 “아동, 청년, 성인, 노년층 등 생애주기별 소득지원에 나서야 한다”며 “현재 만 7살까지인 아동수당을 만 18살까지 확대하자”고 말했다. 또 질병 등 건강 문제로 치료를 받는 동안 건강보험으로 근로소득을 보전해주는 ‘전국민 상병수당’ 도입, 온종일 돌봄 비율 40% 확대, 시·군·구별 공공 노인요양시설 1곳 이상 설치 등도 제안했다. 이 대표는 연설이 끝난 뒤 기자들과 만나 “문재인 정부 들어서 당이 제시한 최초의 국가적 비전”이라고 의미를 부여했다.
이 대표의 ‘대선 어젠다’ 성격을 띤 복지제도 구상 발표에 당내 대권 경쟁자인 이재명 경기지사는 “신복지제도는 우리가 마땅히 가야 할 길”이라며 환영했다. 이 지사는 자신의 페이스북을 통해 “코로나19로 서민의 유리 바닥이 무너지고 있는 이때, 국민의 최소한의 존엄을 지켜내는 일에 혼신을 다해야 한다는 점을 분명히 했다고 생각한다”고 평가했다.
조혜민 정의당 대변인도 논평을 내어 “복지국가로 나아가기 위한 진일보한 비전 제시라는 점에 환영한다”며 “증세 없는 복지는 가능하지 않기에 보다 구체적이고 적극적인 복지 증세 방안이 필수적으로 제시되어야 할 것”이라고 밝혔다. 그러면서 “세계 10위권의 경제선진국인 만큼 2030년으로 목표를 세울 것이 아니라 한시라도 빨리 이뤄질 수 있도록 이를 위한 논의가 시작되어야 한다”고 덧붙였다.
반면 최형두 국민의힘 원내대변인은 “‘국민생활기준 2030’, ‘보편적 사회보호’라며 말잔치는 무성했지만, 복지를 뒷받침하는 국고는 결국 국민과 기업의 경제활동으로 채우는 것”이라며 “‘국민과 기업이 있어 나라가 있다’는 ‘경제 우분투’도 보여주기 바란다”고 논평을 냈다.",hankyoreh
741,2021-02-18,"이낙연, 홍남기에 “당 대표 이야기 바로 SNS서 면박, 어쩌자는거냐”",이지혜 기자 godot@hani.co.kr,"평소 재정당국을 비판하는 일이 드물었던 이낙연 더불어민주당 대표가 당·정 협의에서 있었던 홍남기 경제부총리 겸 기획재정부장관과의 의견 충돌을 이례적으로 공개했다. 자신이 요구해온 ‘더 넓고 더 두터운’ 4차 재난지원금 지급을 관철하기 위해 재정당국을 지속적으로 압박하겠다는 의지 표명 차원으로 풀이된다.
이 대표는 18일 오전 국회에서 열린 민주당 시도당위원장 연석회의에서 “지난 일요일 당·정·청 회의에서 정부에 매우 강력한 의견을 전달했다. 가기 전에 ‘싸울 준비를 하고 간다’는 이야기를 드렸는데 실제로 그런 일이 벌어졌다”며 “그 결과는 며칠 내에 드러날 것으로 보고 있다”고 말했다. 당·정은 지난 14일 열린 고위 당·정·청 회의에서 4차 재난지원금의 지급 대상과 규모에 대해 논의했다. 이 대표는 이 자리에서 홍남기 경제부총리 겸 기재부 장관을 강하게 질책한 것으로 전해졌다.
민주당 핵심 관계자는 이날 <한겨레>와 한 통화에서 “분위기가 가라앉을 정도로 이 대표가 무척 엄하게 기재부의 태도를 나무랐다. 최근 상황을 아무런 절실한 문제의식 없이 대하고 있는 기재부의 태도에 크게 실망하고 문제를 지적한 것”이라고 설명했다. 기재부가 코로나19로 인한 경제 위기의 심각성을 인지하지 못하고 안일한 태도로 협의에 임하고 있다는 취지다.
<한겨레> 취재를 종합하면, 이 대표는 이날 회의에 참석한 홍 부총리에게 작심한 듯 “애국은 (기재부) 혼자 하는 게 아니다” “당 대표가 어렵게 이야기를 꺼냈는데 바로 에스엔에스(SNS)에 글을 올려서 면박을 주면 어떻게 하자는 것이냐”고 공개적으로 불만을 표시했다고 한다. 앞서 이 대표가 지난 2일 교섭단체 대표연설에서 재정의 적극적 역할을 강조한 직후 홍 부총리가 페이스북에 “추가적 재난지원금 지원이 불가피하더라도 전 국민 보편지원과 선별지원을 한꺼번에 하겠다는 것은 받아들이기 어렵다. 국가 재정은 화수분이 아니다”며 반박성 글을 올린 일을 지적한 것이다. 
민주당 관계자는 “기재부 고유의 기능과 역할은 존중해야 하지만, 기재부가 정책의 최종 결정권을 가진 것은 아니지 않으냐. 코로나19로 고통받는 국민에 대한 고려 없이 간단하게 당의 제안을 걷어차는 홍 부총리의 태도를 보고 이 대표도 더는 참을 수 없다고 판단한 것 같다”고 설명했다.
10%대 초반으로 떨어진 뒤 뚜렷한 반등의 계기를 찾지 못하고 있는 이 대표의 대선주자 선호도 역시 영향을 미친 것으로 보인다. 여권 관계자는 “그동안은 여당 대표라는 위치 때문에 자중해왔으나, 대선 레이스에서 위기에 빠진 상황이다 보니 정부와 각을 세워서라도 정치적 존재감을 확인시킬 필요가 있었던 게 사실”이라고 말했다. ",hankyoreh
748,2021-01-15,[한국갤럽] 이재명 ‘독주’ 뚜렷…윤석열·이낙연과 두자릿수 격차,김미나 기자 mina@hani.co.kr,"차기 정치지도자 선호도 여론조사에서 이재명 경기지사의 독주 체제가 뚜렷해졌다. 윤석열 검찰총장, 이낙연 민주당 대표와의 선호도 격차가 두자릿수까지 벌어졌다.
한국갤럽은 지난 12∼14일 전국 성인 1000명에게 ‘차기 대통령으로 누가 좋다고 생각하는지’ 물었더니(신뢰 수준 95%·표본오차 ±3.1%포인트) 이 지사가 23%로 가장 높았다고 15일 밝혔다. 이어 윤석열 검찰총장이 13%, 이낙연 민주당 대표가 10%의 선호도를 보였다. 안철수 국민의당 대표와 홍준표 무소속 의원이 각각 3%, 국민의힘 소속 유승민 전 의원이 1% 순으로 나타났다. 한 달 전 조사와 비교하면 이 지사와 홍 의원의 선호도가 각각 3%포인트·2%포인트 상승했고, 이 대표는 6%포인트 하락했다. 오차범위 안에 있긴 하지만, 한국갤럽 조사 기준으로 이 대표가 윤 총장한테 뒤처진 것은 이번이 처음이다. 
한국갤럽은 “지난해 7월까지는 이 대표의 선호도가 20%대 중반으로 단연 선두였으나, 8월 이 지사가 급상승하면서 여권 인물 선두 경쟁 구도가 형성됐다”며 “최근 한 달간 이 지사는 재상승, 이 대표는 급락하면서 양자 격차가 커졌다”고 설명했다. 


한국갤럽은 이번 조사에서 문재인 대통령에 대한 국정 지지도도 함께 물은 결과, 긍정 평가가 38%, 부정 평가가 53%를 기록했다고 밝혔다. 대통령 국정지지도는 지난해 12월2주차, 지난주 조사에 이어 이번주에도 취임 뒤 최저치를 기록했다. 부정률은 지난주보다 2%포인트 하락한 수치다. 
정당 지지율 조사에서 여당인 더불어민주당은 34%, 국민의힘은 23%로 집계됐다. 민주당은 지난주보다 1%포인트 하락했고, 국민의힘은 1%포인트 상승했다. 또 정의당·국민의당은 각각 5%, 무당층은 29%였다. 
정치 관심 수준별로 나눠봤을 때 고관심층(‘평소 정치에 관심이 많이 있다’는 응답자)에서는 민주당과 국민의힘 지지도가 비슷하지만, 약관심층(‘관심이 약간 있다’는 응답자)과 저관심층(‘관심이 별로 없다’는 응답자)에서는 민주당이 국민의힘보다 10%포인트 이상 앞서는 것으로 나타났다.
한국갤럽은 ‘2022년 대통령선거와 관련해 어떤 의견에 동의하는지’도 조사한 결과, ‘현 정권의 유지를 위해 여당 후보가 당선돼야 한다’는 응답은 39%, ‘정권 교체를 위해 야당 후보가 당선돼야 한다’는 응답은 47%였다고 밝혔다.
지난 두 달 새 ‘정권 유지론’은 줄어들고 ‘정권 교체론’은 늘어났으며, 지지정당이 없는 무당층은 정권 유지(19%)보다 교체(54%)를 원했다고 한국갤럽은 설명했다. 
중도층에서는 정권 유지가 38%, 정권 교체가 56%였다. 지난해 11월에는 정권 유지(유지 46%, 교체 44%)가 우세했지만, 지난달(유지 36%, 교체 52%)부터 정권 교체론 쪽으로 여론이 기우는 양상이다. 자세한 조사개요와 결과는 한국갤럽·중앙선거여론조사심의위원회 누리집을 참고하면 된다.",hankyoreh
753,2021-03-08,"‘곧 퇴임’ 이낙연, ‘재보선까지’ 김종인…여·야 재보선 사령탑 ‘총력전’",노현웅 김미나 기자 goloke@hani.co.kr,"더불어민주당과 국민의힘 모두 4·7 재보궐선거를 한달 앞둔 8일 선거대책위원회를 구성하고 선거 체제로 전환했다. 이번 재보선은 차기 대통령 선거의 전초전으로 평가돼 여야 모두 총력전 승부를 벌일 태세다. 
민주당은 이날 오전 서울 종로구 박영선 서울시장 후보 캠프 사무실에서 중앙선대위 첫 회의를 열고 선거 지원 방안 등을 논의했다. 9일 대표직을 내려놓는 이낙연 대표가 김태년 원내대표와 함께 공동 상임선대위원장을 맡아 선거를 지휘한다. 또 김종민 의원 등 최고위원 전원과 서울·부산시당 위원장이 공동 선대위원장으로 집단 지도부를 구성했다. 박광온 사무총장은 선대본부장으로 실무를 총괄하고, 홍익표 정책위의장은 정책비전본부장으로서 각 후보 공약에 대한 정책적 지원에 나선다.
이 대표는 이날 회의에서 “박영선 후보는 오랜 기간 서울시장을 꿈꾼 정치인으로 구상과 전략을 동시에 갖춘 보기 드문 지도자”라며 “박영선 후보에게 서울시정을 맡겨주시면 서울시민이 꿈꾼 서울을 앞당겨 실감할 수 있을 것이라 확신한다. 박영선 후보에게 서울시를 맡겨주실 것을 간곡히 부탁드린다”고 말했다.
국민의힘도 이날 김종인 비상대책위원장을 중앙선거대책위원장으로 하는 중앙선대위를 구성했다. 김 위원장의 임기는 이번 재보선까지다. 상임부위원장에는 주호영 원내대표, 정진석 공천관리위원장, 유승민 전 국민의힘 의원이 임명됐다. 또 20명으로 구성된 공동부위원장단에는 이종배 정책위의장과 성일종·김미애·김현아·김병민·김재섭·정원석 비대위원 등이 참여한다. 서울·부산시장 경선에 나선 예비후보들도 공동부위원장을 맡아 후보를 지원하기로 했다. 
김종인 위원장은 이날 국회에서 기자들과 만나 “(보수 야권에서) 단일화가 된다면 누가 (후보가) 되든지 야권이 이긴다는 확신이 있다”며 “여론조사 결과를 보면 오세훈 서울시장 후보의 약진이 두드러진다. 국민의힘 오 후보가 당선될 것이라는 확신이 있다”며 승리를 자신했다. ",hankyoreh
797,2021-04-07,이낙연 또 자가격리,이지혜 기자 godot@hani.co.kr,"이낙연 더불어민주당 상임선대위원장이 4·7 보궐선거 개표상황실에 불참하게 됐다. 이 위원장의 부인이 코로나19 확진자와 밀접접촉해 자가격리에 들어갔다.
7일 오후 민주당 공보국은 “이 위원장의 부인이 (코로나19 확진자) 밀접접촉자로 분류돼 4월15일까지 자가격리에 들어간다. 이 위원장도 질병관리청의 권고에 따라 부인과 함께 자가격리에 들어간다”고 밝혔다. 공보국은 “이 위원장의 자가격리는 의무사항은 아니나 질병관리청은 밀접접촉자의 검사결과가 음성이더라도 동거인이 밀접접촉자와 함께 자가격리할 것을 권고하고 있다”고 덧붙였다.
이 위원장의 부인 김숙희씨는 이날 오전 코로나19 검사를 받았고 오후에 음성 판정을 받았다. 이 위원장은 이날 오전 국회에서 열린 투표 호소 기자회견에 참석한 뒤 부인의 확진자 접촉 사실을 통보받은 것으로 알려졌다.",hankyoreh
817,2021-02-08,"이낙연 “당대표, 말하고 싶은 것 다 말 못해…홍 부총리와 2번 통화”", 김원철 이지혜 기자 wonchul@hani.co.kr,"이낙연 더불어민주당 대표가 대표 임기 종료를 한 달 앞두고 최근 ‘신복지체계’ 구상을 내놓는 등 대권 도전을 겨냥한 본격적인 행보를 시작했다. 
그는 5일 국회에서 진행한 <한겨레>와의 인터뷰에서 당 대표로서 가장 힘들었던 순간으로 노동계와 재계 양쪽으로부터 모두 공격받았던 ‘중대재해기업처벌법’ 처리 과정을 꼽았다. 또한 4차 재난지원금에 선별과 보편 지급 방식을 모두 협의하자는 자신의 제안에 대해 “예측가능성을 높이기 위한 것”이라고 설명했다. ‘이익공유제’의 자발적 참여를 높이기 위해선 사회연대기금에 출연금이 클수록 법인세 세액공제율을 높이고 이를 지속가능성 지수인 이에스지(ESG·환경사회지배구조) 평가와 연동하는 방안을 검토하고 있다고 밝혔다. 

―재난지원금 선별지급을 주장해왔는데, 전 국민 지급도 함께 논의하자고 했다. 입장을 바꾼 것인가?
 “입장 변화 아니다. 전 국민 대상은 코로나 추이를 살피며 지급 시기를 살피겠다고 했다. 큰 틀에서 변화는 아니다.”
―추가경정(추경) 예산에 선별지급용, 전 국민 지급용을 모두 편성하고 지급 시기만 다르게 한다는 뜻인가?
 “그것도 논의해봐야 한다. 세 덩어리다. 첫째, 가장 긴급한 재난지원을 어떻게 할 건가. 둘째, (영업)손실보상제가 (법적으로) 수립되면 그에 따른 보상 내지 지원을 어떻게 할 것인가. 셋째, 코로나가 진정된 뒤 내수진작을 위해 전 국민 지원금을 어떻게 할 것인가. 추경에 전부 담을 수도 있고, 일부만 담을 수도 있다. 열어놓고 협의하자는 것이다. 
―선별지원을 먼저 하고, 전 국민 지급은 나중에 할 수 있다는 얘기도 나온다.
 “동시에 이뤄진다면 바람직하지만 코로나 상황은 누구도 예측하기 어렵다. 세 덩어리를 한 번에 올려놓고 논의해서 국민께 한꺼번에 보고드린다면 예측 가능성이 더 높아질 것 같다.”
―비상한 재원조달 방법이 필요할 것 같다. 
 “재원조달 방안은 국채발행과 세출 구조조정 두 가지다. 두 가지를 어떻게 배합할지는 협의해야 한다.” 
―재난지원금 관련해 홍남기 부총리가 왜 공개 반발했다고 보나?
 “속까지 들여다보진 못했는데, 대통령도 국민 위로 차원에서 전 국민 지원도 생각할 수 있다고 말씀하셨다. 머릿속에 짐작이 없진 않지만 말하기는 적절치 않다.”
―홍 부총리와 가까운 사이로 아는데 최근 이야기를 나눴나? 
 “통화를 두 번 했다. 제 이야기를 말씀드렸고 홍 부총리도 저에게 말씀하셨다. 사적 통화 내용을 소개하는 건 예의가 아니다.”
―코로나19 불평등 해소 목적으로 제안한 사회연대기금 관련해 기금 출연 의사를 밝혔거나, 염두에 둔 업종이 있나?
 “업종을 지목해 강제할 생각은 없다. 금융권과 이야기하고 있진 않지만 자체적으로 논의가 있는 걸로 안다.”
―참여를 끌어내려면 인센티브가 필요할 텐데?
 “두 가지를 우선 생각한다. 하나는 세액공제 확대다. 또 하나는 이에스지 투자다. 법인세 세액공제의 경우 공제율을 20%로 올리고, 기여가 많아지면 (계단식으로) 인센티브를 올리는 방안을 검토 중이다.”
―전남지사 시절 해저터널을 공약했다. 국민의힘이 한-일 해저터널을 공약한 걸 두고 민주당에서 ‘친일’, ‘이적행위’라고 비판한 것이 과하다는 지적도 있다. 
 “우선 일본은 한-일 해저터널에 관심이 없다. 한쪽은 관심도 없는데 왜 우리만 이런 문제를 꺼내기를 반복하는지 모르겠다. (친일 논란을 제기한 것은) 아마 선거 앞에 두고 그런 반응을 보인 것 같다.”
―서울시장 보궐선거에서 야당 후보가 단일화하면 민주당이 어렵다는 전망이 나온다.
 “처음부터 조심스러운 선거였다. 단일화는 선거판 변화니까 저희가 버거워질 것 같다. 매력적 비전을 놓고 한판 대결을 벌이겠다.”
―국무총리와 당 대표 중 뭐가 더 힘든가?
 “대표가 훨씬 힘들다. 정치란 늘 예상하지 못한 일들이 있고 고려사항이 매우 많다. 말하고 싶은 것만 말할 수 있는 자리가 아니다. 그리고 기자들은 말하기 어려운 것만 골라 물어본다. ”
―다음 달이면 대표직이 끝난다. 가장 힘들었던 일은?
 “중대재해처벌법 같은 게 힘들다. 양쪽 모두로부터 얻어맞으니까. 그나마 여야가 합의 처리해서 새 제도가 출범한 건 보람으로 느낀다. 처음엔 아쉬워한 분들도 개인적으로 만나면 다행이라며 고맙다고도 하신다. 이제 채워가야 한다. 우리가 산업안전보건청 신설을 발 빠르게 내놨고 여야가 합의할 수 있으리라 본다.”
",hankyoreh
