,Unnamed: 0,date,title,reporter,content,press,긍정,부정,중립
36,908,2021-04-03,"박영선 “여성부시장 도입”…오세훈 “강남 집 한 채, 죄냐”",장나래 기자 wing@hani.co.kr,"여야 서울시장 후보들은 4·7 재보궐 선거 전 마지막 주말인 3일 쏟아지는 빗줄기 속에서도 막판 총력 유세에 나섰다. 박영선 더불어민주당 후보는 공공 청년주택과 대학가를 주로 찾아 청년 표심 공략에 나섰고, 오세훈 국민의힘 후보는 사전투표를 하루를 시작한 뒤 보수 텃밭으로 꼽히는 강남 일대를 돌며 ‘집토끼 잡기’에 주력했다. 상대 후보를 겨냥한 날선 신경전도 이어졌다.
박영선 후보는 이날 첫 일정으로 서울시 성북구 안암동의 직주일체형 공공 청년주택을 찾아 “서대문구, 성북구, 마포구 등 대학가 밀집지역에 이런 직주일체형 청년주택을 지으면 청년에게 도움이 많이 될 것 같다”고 말했다. 한국토지주택공사(LH) 사태 등에 돌아선 청년층 표심 달래기 행보로 풀이된다. 오후에도 젊은 층이 주로 찾는 잠실역 지하상가와 삼성동 코엑스몰, 신촌 거리 등에서 집중 유세를 벌였다.
여성 부시장과 디지털 부시장제 도입도 약속했다. 박 후보는 이날 오후 강동구 천호공원 일대 유세 현장에서 “코로나19 이후 확대될 돌봄 영역을 서울시가 책임지기 위해, 또 사회의 약자인 여성에게 더 많은 지원책을 만들기 위해 여성 부시장제가 필요하다. 자라나는 여성후배들에게, 그리고 아이들에게 내 마음속에 꿈을 꾸면 꿈이 이루어지는 서울 가능성을 보여드리고 싶고 꼭 승리하고 싶다”며 여성 표심에 호소했다.


오세훈 후보는 광진구 자택 근처에서 사전투표에 참여하는 것으로 일정을 시작했다. 사전투표율이 높게 나오는 데 대해 오 후보는 “부동산 가격 상승을 비롯해 이 정부가 그동안 잘못한 것에 대해 이번 투표로 경고 메시지를 담기 위해 많이들 나오시는 것 아닌가 생각한다. 토요일 휴일을 맞아 사전투표를 많이 해주셨으면 좋겠다”며 사전 투표 참여를 독려했다.
이어 보수 텃밭인 강남과 서초, 용산 등을 돌며 부동산 민심을 공략하며, 보수 표결집에 나섰다. 오 후보는 이날 강남구 수서역 유세 현장에서 “강남에 집 한 채 있는 사람이 무슨 나라의 죄인이냐. 그분들이 집값 올려달라고 해서 올렸나”라고 목소리를 높였다. 이어 “공시지가가 올라가니 종부세, 건강보험료 모두가 올랐다. 투표로써 심판해 달라. 투표 용지를 종이 돌멩이라고 한다. 하나하나는 힘이 없지만 모이면 돌멩이처럼 힘이 생긴다”고 강조했다. 이날 안철수 국민의당 대표, 나경원 전 의원 등이 유세차에 올랐고, 김종인 비상대책위원장은 오 후보의 총선 지역구인 광진구에서 오 후보의 지지를 호소했다.
상대 후보를 겨냥한 날선 신경전은 이날도 이어졌다. 박 후보는 이날 서울 종로구 선거 캠프 사무실에서 열린 사회적 경제 청년기업가 간담회에서 “사회적 경제 분야는 코로나19 이후 확대될 수 있는 분야인데 오 후보가 이를 없애겠다고 해서 깜짝 놀랐다. 시대에 역행하는 후보다. 정말 낡은 행정, 낡은 사고”라고 비판했다. 오 후보도 이날 기자들과 만나 박 후보의 데이터 무료 제공 등 청년 공약에 대해 “청년들이 ‘우리들이 10만 원에 넘어갈 젊은 세대가 아니다, 우리들을 너무 그렇게 쉬운 대상으로 보는 것 아니냐’는 취지의 연설을 한다”며 “박영선 후보가 젊은 층들의 정확한 판단력을 정말 무겁게 받아들여야 한다”고 지적했다.
오 후보를 향한 사퇴 요구도 계속됐다. 신영대 민주당 중앙선대위 대변인은 이날 브리핑에서 “내곡지구에 대한 결재 서류가 존재하고 생태탕집 주인과 아들, 측량기사, 경작인의 증언이 일치한다. 오세훈 후보는 즉각 후보직에서 사퇴해야 한다”고 재차 촉구했다. 이에 오 후보는 “(민주당에서) 전혀 근거 없는 이야기들을 하고 있다”며 “그 부분(중대결심 언급 등)에는 관심이 없다”고 일축했다. 전지명 국민의힘 선대위 대변인도 “혹여나 그 결심이 박 후보 자신의 사퇴가 아니길 바란다. 박 후보는 선거를 포기해서는 안 된다. 자신이 입에 달고 있던 ‘적벽대전’의 새바람도 불고 있으니 희망을 갖고 끝까지 완주해 보시라”고 비꼬았다.",hankyoreh,4828.575646253969,3534.8709767010923,932.3000624760051
37,930,2021-03-24,"박영선, 임종석 ‘박원순 옹호’에 “앞으로는 안했으면 좋겠다”",이지혜 기자 godot@hani.co.kr,"임종석 전 대통령 비서실장이 고 박원순 전 서울시장을 두둔하는 글을 올린 가운데 박영선 더불어민주당 서울시장 후보가 “앞으로는 그런 일 안 해주셨으면 좋겠다”며 선을 그었다. 여권 인사들의 계속된 박 전 시장 두둔에 박 후보가 제동을 건 셈이다.
박 후보는 24일 오전 <문화방송>(MBC) 라디오 인터뷰에서 임 전 실장의 글에 대해 “개인 표현의 자유에 대해 제가 이렇게 저렇게 이야기하긴 그렇지만, 앞으로 그런 일 안 해주셨으면 좋겠다”고 밝혔다. 박 후보는 “지금 피해 여성의 상처가 아물지 않은 상태이기 때문에 그 상처를 건드리는 발언은 자제해주시는 게 좋지 않을까 생각한다”고 설명했다. 


임 전 실장은 지난 23일 오전 페이스북에 “박원순은 정말 그렇게 몹쓸 사람이었나. 청렴이 여전히 중요한 공직자의 윤리라면 박원순은 내가 아는 가장 청렴한 공직자였다”는 내용의 글을 올렸다. 임 전 실장은 “용산 공원의 숲 속 어느 의자엔가는 매 순간 사람의 가치를 높이고자 치열했던 박원순의 이름 석 자를 소박하게나마 새겨 넣었으면 좋겠다”고 덧붙이기도 했다. 이 글이 게시되자마자 정치권에서는 전형적인 ‘2차 가해’라는 비판이 제기됐다.",hankyoreh,4881.55223670997,3579.4647006580954,943.862692728005
38,990,2021-04-07,"방송3사 출구조사, 오세훈 59%-박영선 37.7%",노현웅 기자 goloke@hani.co.kr,"4·7 보궐선거 출구조사에서 국민의힘이 서울·부산시장 선거에서 모두 더불어민주당에 크게 앞서는 것으로 예측됐다.
7일 저녁 8시15분 발표된 <한국방송>(KBS) <문화방송>(MBC) <에스비에스>(SBS) 방송 3사가 참여한 공동예측조사위원회(KEP)의 공동 출구 예측조사 결과, 오세훈 후보가 59% 지지를 얻어 박영선 더불어민주당 후보(37.7%)를 21.3%포인트 격차로 크게 앞서는 것으로 관측됐다.
부산시장 보궐선거에서도 박형준 후보가 64% 지지율로 김영춘 후보(33%)를 30%포인트 이상 크게 앞서는 것으로 예측됐다.


앞서 민주당은 3% 포인트 내외 박빙 승부가 예상된다고 주장하며 지지층 결집을 기대했다. 이낙연 민주당 상임선거대책위원장은 전날 “그동안 말하지 않던 우리 지지자들이 말하기 시작했다”며 “3%(포인트) 내외 박빙 승부를 예측해 왔는데, 이길 수도 있을 것”이라고 내다봤다. 
반면 김종인 국민의힘 비상대책위원장은 “박원순 전 시장의 지난 9년 시정을 심판하고 지난 4년 동안 문재인 정부가 무엇을 했느냐 심판해야 한다. 두자리 숫자 이상 승리”를 자신했다.",hankyoreh,4928.025317139969,3609.8886028670972,951.3585513330049
39,1024,2021-01-26,"박영선 “봄날 같은 시장 되겠다…서울, 21분 콤팩트 도시로”",김원철 기자 wonchul@hani.co.kr,"한달 넘게 ‘출마 임박설’로 관심을 모았던 박영선 전 중소벤처기업부 장관이 26일 드디어 공식 출마 선언을 했다.
박 전 장관은 이날 서울 여의도동 중소기업중앙회관에서 비대면 ‘시민보고’ 방식으로 출마를 공식화했다. 벽면을 가득 채운 대형 스크린 앞에서 마치 ‘프레젠테이션’을 하듯 무선 마이크를 착용하고 무대에 오른 박 전 장관은 “서울의 봄을 위해 봄날 같은 시장이 필요하다”며 운을 뗐다.
박 전 장관은 이날 따뜻한 감성적 분위기를 자아내면서 중기부 장관으로서의 경력, ‘콤팩트 도시’라는 비전을 강조했다. 2018년 서울시장 민주당 경선 때도 ‘엄마 같은 시장, 위로받고 의지할 수 있는 시장’을 내세웠던 박 전 장관은 이날은 이해인 수녀의 시 ‘봄날 같은 사람’을 인용했다. ‘힘들 때일수록 기다려지는 봄날 같은 사람’에 빗대 “코로나19 고난과 어려움을 뚫고 회복과 재도약의 시간”을 맞기 위해 자신이 봄날 같은 시장이 되겠다고 약속했다. 박 전 장관은 이날 ‘서울시 대전환’ 첫번째 시리즈로 ‘21분 콤팩트 도시’를 내세웠다. ‘21분 콤팩트 도시’는 서울을 인구 50만명 기준, 21개 다핵으로 분산해 21분 이내 교통거리에서 직장·교육·보육·보건의료·쇼핑·여가·문화 등 모든 것이 해결되는 도시로 만들겠다는 구상이다. 도심 집중화가 아닌 다핵화를 통해 양극화와 환경 문제를 해결할 수 있다고 설명했다. 박 전 장관은 “서울을 21개 ‘콤팩트 앵커’로 재구성해 21개 다핵분산도시로서 서울 시민의 삶의 질을 개선하겠다”고 밝혔다.
‘21분 콤팩트 도시―여의도’ 비전은 실제 조감도로 모습을 드러냈다. 국회의사당에서 동여의도로 향하는 구간 도로를 지하화해 넓은 공원을 만들고 그 자리에 수직 정원형 ‘브이(V)자형 스마트팜’과 1인 주거텔을 설치하는 구상이 담겼다. 박 전 장관은 “국회가 (세종시로) 이전하면 의사당은 세계적 콘서트홀로, 의원회관은 청년창업 주거지로, 소통관은 창업 허브로 탈바꿈할 수 있다”며 “코로나19 이후 서울은 디지털경제 시대 세계를 선도하는 도시가 될 것”이라고 말했다. 10분여간 정책 발표를 마친 박 전 장관은 화상으로 연결해 시민 5명의 질문도 받았다. 그는 “왜 ‘21분’을 제시했나”라는 질문에 “21분이면 걸어갈 수 있는 거리가 1.5~2㎞ 정도다. 그 거리 안에 생활에 필요한 모든 것이 들어오면 환경 문제를 해결할 수 있고, 누구나 골고루 혜택을 누리며 살 수 있는 도시가 될 수 있다”고 답했다.


퇴임 마지막 순간까지도 장관으로서의 소임을 강조해온 박 전 장관은 출마 선언 장소도 중소기업중앙회관으로 잡아 중기부 장관 경력과 연결지으려 했다.
박 전 장관 출마로 더불어민주당 서울시장 보궐선거 후보 대결은 우상호 의원과의 맞대결로 틀이 짜였다. 박 전 장관(17~20대)과 우 의원(17대, 19~21대)은 나란히 4선 의원 출신으로 원내대표를 잇따라 역임하는 등 오랫동안 의정 활동을 함께 해왔다.
경선 경쟁자인 우상호 의원은 이날 페이스북에 글을 올려 “박 후보의 출마 선언을 축하한다”며 “오늘은 박 후보의 날이기 때문에 (단독) 공개 일정을 잡지 않았다. 아름다운 경쟁으로 당을 살리고 승리의 발판을 함께 만들어가자”고 밝혔다. ",hankyoreh,5088.14422534596,3725.224256099107,988.0606750870033
40,1061,2021-03-11,"박영선 “LH 투기 수사, 검찰이 뒤에 숨으면 안돼”",노현웅 기자 goloke@hani.co.kr,"더불어민주당 박영선 서울시장 후보는 11일 한국토지주택공사(LH) 직원들의 땅 투기 의혹 수사와 관련해 “검찰이 뒤에 숨어 있다. ‘어떻게 하는지 보자’는 자세로 읽히는데, 옳지 못한 태도”라고 말했다.
박 후보는 이날 서울 중국 한국프레스센터에서 열린 관훈토론회에서 검경 공조 수사 방안을 묻자 “만약 검찰이 지금까지 정의롭게 수사했고 당당하다면 ‘우리가 이번에 엘에이치 사건은 이런 역할을 하겠다’라고 말할 수 있어야 한다. 그런데 지금 그 어느 누구도 그런 말을 못 하지 않나”라고 말했다.
박 후보는 “공직을 이용한 부당한 이익 취득은 반드시 몰수하고 과거로부터 관행처럼 이어온 고리를 이번 기회에 완전히 절연해야 한다. 조사 결과를 살핀 후 당과 대통령께 제 생각을 건의하겠다”고도 말했다. 박 후보는 서울시장에 당선될 경우 즉시 서울주택도시공사(SH·에스에이치)와 서울시 공무원을 대상으로도 공직자 투기 전수조사를 벌일 것이라고 했다.
박 후보는 야권의 안철수·오세훈 후보에 대해 ‘마음이 콩밭에 있다’고도 지적했다. 그는 “두 후보 모두 일장일단이 있고 쉽지 않은 상대”라면서도 “그런데 분명한 것은 저는 10년 동안 서울에 몰입하고 서울의 미래를 위해 준비한 후보지만, 다른 두 후보는 마음은 콩밭에 있는데 콩밭이 잘 안될 것 같으니 서울시장에 나서서 서울을 정치적으로 이용하는 것”이라고 꼬집었다. 두 후보 모두 차기 대선을 준비하다가 갑자기 서울시장 보궐선거로 정치 진로를 돌린 점을 지적한 것이다.
이재명 지사와 이낙연 전 대표에 대한 장단점을 평가해달라는 질문도 나왔다. 박 후보는 “이 지사는 앞서가는 정책을 내놓고 구현해주시는 점에서 장점이 있다고 보지만, 속도감이 너무 빠를 때는 단점으로 돌아올 수 있다. 이 전 대표는 돌봄, 복지체계를 구축하는 데 나름의 브랜드를 만드셨다. 다만 좀 더 단호했으면 했던 일이 몇번은 있었다”고 밝혔다.",hankyoreh,5177.549488128961,3802.0620710051126,1011.1071081890033
41,1081,2021-02-04,박영선 “‘비문 정치인’ 아냐…내 마음은 항상 똑같았다”,김원철 서영지 기자 wonchul@hani.co.kr,"‘정치인 박영선’의 행보에 ‘정치인 문재인’의 운명이 좌우되던 때가 있었다. 반대편에 서서 매서운 공격을 날린 때도 있었고, 극적 화해 끝에 손을 맞잡은 때도 있었다. 문재인 정부가 출범하자 중소벤처기업부 장관이 된 그는 654일 동안 자리를 지키며 ‘장수 장관’ 자리에 올랐다. 지난달 26일 서울시장 출마를 선언한 그를 2일 한겨레신문사 스튜디오에서 만났다. 박 전 장관은 “한번도 문재인 대통령을 미워한 적 없다”며 “내 마음은 늘 똑같았다”고 말했다.
―출마까지 고민이 길었다.
“중기부에 다급한 상황이 많았다. 버팀목 자금을 차질 없이 집행해야 했고, 모더나가 한국에 공장을 짓고 싶어 해서 협상도 진행 중이었다.”
―김동연 전 경제부총리가 대신 나서줬으면 하는 마음이 있었나?
“사실이다. 만나서 설득했고 관심도 있었다. 마지막 결심 즈음에 (민주당) 상황이 많이 안 좋아졌다. ‘떨어질 것 같으니 다른 사람 나가라’는 모양새가 될 수 있었다. ‘선택의 여지가 없구나’ 이런 생각을 했다.”
―출마 결심부터 선언까지 기간이 너무 짧다. 준비가 부족한 것 아닌가?
“대학에서 도시지리학을 전공했다. 도시에 대한 생각을 오래했다. <서울을 걷다>라는 책도 썼다. 축적의 시간은 다른 후보보다 많았다.”
―일각에서는 ‘비문 정치인’이라고 평가한다.
“저는 그렇게 생각 안 한다. 제 마음은 항상 똑같았다. 2012년 대선 때 문 후보님이 때때로 제 말씀을 안 들어줘서 섭섭하기도 했다. 사람 간 관계라는 게 그런 게 반복되면서 애틋하게 깊이 이해하는 사이가 되기도 한다. 장관 하게 된 거 감사하게 생각한다. 서울시 행정을 하는 데도 큰 도움이 될 거 같다.”
―‘21분 콤팩트 도시’가 대표 공약이다. 직장이 특정 지역에 몰려 있어 다핵도시가 안 되는데, 관의 의지로 직장 분산이 가능할까?
“가능하다. 현재 도시는 100년 전 뉴욕시 모델이다. 도시를 상업·주거지구 등으로 나누었다. 당시 마차에서 자동차로 넘어가는 시기여서 도로를 중심으로 도시를 구획한 것이다. 자동차에서 자율주행차로 옮겨가고 있다. 도로 개념이 바뀔 수밖에 없다. 코로나19까지 터지면서 대면에서 비대면으로 이동하고 있다. 집중화에서 다핵화로 갈 수밖에 없는 필연적 운명이다.”
―재선해도 임기 5년인데 그 안에 가능한가?
“1년 2개월 안에 모델을 하나 만들 수 있다. 여의도를 염두에 두고 있다. 5년 안에는 21개 모두 가능하다. 파리에 에펠탑이 있듯, 서울 오면 (‘21분 콤팩트 도시’ 핵심 구상인) 버티칼 가든시티가 있다’는 말이 나오게 하겠다. 향후 100년 도시의 모델이 되도록 하겠다.”
―민간 재건축과 재개발을 존중하겠다고 했다. 우상호 후보는 강남 재건축을 허용하면 서울 전역 아파트 가격이 자극받을 거라며 반대한다.
“강남도 재건축·재개발을 원칙에 입각해 부분적으로는 허용해야 한다고 본다. 현재 아파트가 ‘1980년대 주거문화와 4인 핵가족’에 맞춰져 있다. 서울의 1인 가구 비중이 35%를 넘어섰다. 아파트 구조도 1·2인 가구 위주로 바꿔야 한다. 공공커뮤니티 개념이 들어간 재개발·재건축을 해야 한다.”
―구체적으로 어떤 의미인가?
“재개발·재건축을 할 때 시가 공공도서관을 지어줄 수 있다. 대신 조합은 아파트 커뮤니티 공간을 공동체를 위해 내놓는 식이다.”
―강변북로에 공공주택을 짓겠다는 우 후보 공약은 어떻게 평가하나?
“‘조망의 공공성’도 중요하다. 강변에는 저층으로 지어야 많은 시민이 경치를 볼 수 있다.”
―전임 시장의 성비위로 치러지는 보궐선거이다 보니 여성 후보론이 있었다.
“21살부터 직장생활하다 44살에 국회로 갔다. 마음에 상처 입고 아무 일 없다는 듯 지내는 많은 여성을 봤다. 외롭고 고통스러운 일이다. 다시는 그런 일 있어선 안 된다. 여성 서울시장이라는 상징이 이런 문제를 상당히 해소할 수 있다고 본다.”
―2016년 동성애 반대 발언으로 곤욕을 치렀는데, 전임 시장이 서울시민 인권헌장 제정을 공약했다가 못 지켰다. 관련 공약이 있는가?
“시대가 많이 포용적으로 바뀌고 있다고 생각한다. 서로 보듬으며 포용적으로 가야 하지 않을까 생각한다.”",hankyoreh,5377.08441567796,3955.0925409861247,1042.8294166100018
42,1087,2021-02-16,박영선 “강변북로 고층 아파트? 질식할듯” 우상호 “서울시 대전환? 대혼란 걱정”,노지원 기자 zone@hani.co.kr,"더불어민주당 서울시장 예비후보인 우상호 민주당 의원과 박영선 전 중소벤처기업부 장관이 15일 첫 텔레비전 토론에서 맞붙었다. 두 예비후보는 <문화방송>(MBC) ‘100분 토론: 더불어민주당 서울시장 경선 토론회’에 나와 상대 후보의 핵심 공약에 날선 질문을 던졌다.
박 후보는 강변북로, 올림픽대로 등을 덮어 공공주택 16만호를 건설하겠다는 우 후보의 대표적 부동산 공약에 대해 “서울은 강변 주면에 자가, 저층 주택이 많다. 한강변 조망권의 공공성도 중요하다”고 지적했다. 그러면서 “설계가 잘 된 도시는 강변부터 낮게 집을 짓고 사다리식으로 올라가는 형태다. 우 후보의 공약을 상상하면 약간 질식할 것 같은 서울이다. 그에 대해 설명해달라”고 했다.
우 후보는 “(강변북로) 70㎞ 전체에 다 짓는다는 게 아니다. 조망권을 해치지 않고 지을 수 있는 게 15∼20㎞다”라고 반박했다. 우 후보는 조망권을 해치지 않는 범위에서 타운하우스 형태 주택을 짓거나, 조망권이 확보될 경우 15층 정도 되는 아파트를 짓겠다고 설명하면서 “타운하우스로 디자인해서 저렴한 가격으로 분양하거나 전세 가격으로 드리면 25평 기준 5∼6억원 정도로 자가주택이 가능하다”고 했다.
이날 우 후보는 박 후보의 ‘21분 콤팩트 도시’ 구상을 겨냥해 집중적으로 질문을 던졌다. ‘21분 콤팩트 도시’는 서울을 인구 50만명 기준, 21개 다핵으로 분산해 21분 이내 교통거리에서 직장·교육·보육·보건의료·쇼핑·여가·문화 등 모든 것이 해결되는 도시로 만들겠다는 박 후보의 대표 공약이다.
우 후보는 21분 안에 모든 것이 가능하려면 “(시민들) 직장을 옮겨주든, 집을 직장 주변으로 옮겨줘야 하는데 가능하겠느냐”며 “서울시 대전환인지, 대혼란인지 걱정이 많다”고 꼬집었다. 이에 박 후보는 “강남에 일자리의 30%가 몰리고 강북에 20%가 몰려 있다고 하는데, 이사 가고 싶어하는 회사가 많다”며 서울을 스물 한 개의 특성화된 일자리가 있는 도시로 만들겠다고 했다. 상암 지역을 미디어 중심 도시로, 창동을 바이오 클러스터 도시로, 강서구 마곡 지역을 알앤디(연구개발) 센터 중심 도시 등으로 만들겠다는 등의 계획을 제시하기도 했다.
하지만 우 후보는 “글쎄, 아무리 들어도 어떻게 가능한지 잘 모르겠다”고 고개를 갸웃했고, 이에 박 후보는 “발상의 전환을 하시라”며 신경전을 이어가기도 했다. ",hankyoreh,5485.538001203964,4037.639343051129,1068.8519275190024
43,1093,2021-01-19,이르면 20일 박영선 장관 등 중폭 개각,이완 기자 wani@hani.co.kr,"문재인 대통령이 이르면 20일 박영선 중소벤처기업부 장관 등 4~5개 부처의 장관을 교체할 것으로 보인다.
여권 관계자는 19일 “박영선 장관이 서울시장 출마를 위해 나가면서 이번주에 개각을 할 가능성이 크다”고 말했다. 더불어민주당이 22일부터 시장 출마 후보자 공모에 들어가는 일정을 고려하면, 박 장관이 포함된 개각이 이보다 일찍 단행될 가능성이 있다는 것이다.
개각 대상 부처로는 문화체육관광부와 해양수산부, 농림축산식품부, 산업통상자원부 등이 꼽힌다. 산업통상자원부 성윤모 장관은 2018년 9월부터, 문화체육관광부 박양우 장관과 해양수산부 문성혁 장관은 2019년 4월부터 장관직을 수행해왔다. 이들 모두 재임기간이 1년 반을 넘긴 만큼 개각 대상에 포함될 가능성이 높다. 2019년 8월부터 재임한 농림축산식품부 김현수 장관도 개각 대상으로 꼽힌다. 이번에도 정치인들의 입각이 거론되고 있는데, 정책위의장을 지낸 조정식 민주당 의원이 산업부 장관, 농민운동가 출신인 김현권 전 민주당 의원이 농림부 장관 후보로 꼽힌다. 중기부 장관엔 강성천 차관의 내부 승진도 거론되고 있다.
변수는 여성 장관 비율이다. 지난해 말부터 두차례 이어진 개각에서 김현미 국토교통부 장관과 추미애 법무부 장관이 남성 장관으로 교체되면서, 박영선 장관마저 내각에서 빠진다면 여성 장관 비율이 크게 낮아진다. 여성 장관 비율을 30%로 하겠다는 것이 문 대통령 공약이었던 만큼, 새로 충원될 장관 후보자로 여성들 이름이 여럿 거론된다. 국내 첫 여성 조선공학 박사인 이연승 한국해양교통안전공단 이사장이 부산 출신 재선인 전재수 민주당 의원과 함께 해수부 장관 후보자로 오르내린다.
문 대통령은 개각 뒤 청와대 비서관 인사도 단행할 것으로 보인다. 문 대통령은 지난해 연말 노영민 비서실장과 김종호 민정수석의 사표를 수리한 바 있다. 윤석열 검찰총장 징계 사태와 관련해 책임을 졌던 민정수석실 비서관들과 경제 부처로 복귀하는 정책실 비서관들이 교체 대상으로 꼽힌다. ",hankyoreh,5556.7702984319585,4098.572169209136,1085.3696171760027
44,1115,2021-04-06,홍대 앞에 울려퍼진 상록수…박영선 “승리하고 싶다”,서영지 기자 yj@hani.co.kr,"서울 마포구 홍대 앞 편의점에서 아르바이트를 하면서 공식선거운동을 시작했던 더불어민주당 박영선 서울시장 후보가 4·7 보궐선거 마지막 날인 6일에도 홍대를 찾았다. “청년과 소상공인의 고충을 함께 나누고자 첫 선거일정으로 편의점을 택했다”던 박 후보는 마지막 유세 일정에서도 “젊은이들을 위한 공약을 제가 정말 촘촘히 만들었다”고 강조했다. 
박 후보는 이날 저녁 홍대 상상마당 앞에서 열린 집중유세에서 “젊은이에게 투자하는 것이 미래에 대한 투자다. 청년 창업 위한 5천만원 출발자산을 지원한다. 그 출발자산으로 청년 젊은이 여러분을 꿈을 이루라”며 “그들에게 투자하는 것이 미래에 대한 투자, 대한민국에 대한 투자, 서울에 대한 투자”라고 강조했다. 박 후보는 선거기간 동안 △바우처 지급 형식의 청년 반값 데이터 요금제 △청년 교통비 40% 할인 △디지털 청년 일자리 1만개 창출 △청년 월세지원 기준 대상 확대 등 청년을 겨냥한 정책을 잇따라 내놓았다. 박 후보는 “코로나19는 우리에게 함께 살아가는 법, 공동체의 중요성을 가르쳐줬다”며 “아이 차별하지 않고, 장애인을 차별하지 않고, 강남·비강남을 차별하지 않는 함께 살아가는 서울을 만들어가자”고 말했다. 박 후보는 “노무현 대통령이 좋아하던 상록수의 마지막 구절 아시죠. 헤치고 나아가 끝내 이기리라. 그 마지막 소절을 부르면서 내일의 승리를 기약합시다. 제가 먼저 선창하겠습니다”라는 말과 함께 시민들과 노래를 불렀다. 
박 후보는 이날 오후 민주당 전통적 지지세가 강한 서대문·은평구·영등포구 등을 돌며 “승리하고 싶습니다. 여러분, 박영선에게 일할 기회를 주십시오” “여러분 부탁드립니다. 내일 투표장에 모두 가 주십시오. 그리고 아는 분들에게 10분씩만 전화하셔서 모두 투표장에 가 주십시오”라고 호소했다. 홍대 집중유세를 마친 박 후보는 ‘촛불민심’의 상징으로 대변되는 광화문 광장에서 유세를 마무리했다. 이날 오전 4시 서울 구로구 거리공원 정류장에서 6411 버스를 타고 시작한 마지막 날 유세는 18시간 강행군을 마친 뒤 끝이 났다. ",hankyoreh,5659.480543828965,4171.434815128139,1099.0117210390033
45,1142,2021-03-22,"안철수 “아파트 가진 아줌마 박영선, 집 없는 아저씨 내가 상대”",김미나 기자 mina@hani.co.kr,"안철수 국민의힘 후보가 22일 “저는 무결점 후보다. 부동산이 없다”며 “(시장선거에서) 도쿄에 아파트 가진 아줌마는 충분히 상대 가능하다”고 말했다. 박영선 더불어민주당 서울시장 후보의 남편이 일본 도쿄 아파트를 보유했던 것을 겨냥한 것이다. 
안 후보는 이날 오전 유튜브 채널 ‘이봉규티브이(TV)’에 출연해 “저는 상계동 전세 아파트에 살고 있고 땅도 없다. 부동산으로 재산 증식을 하지 않아야겠다고 생각하고 (보유)하지 않은 것""이라며 이같이 말했다. 그는 사회자가 도쿄에 아파트를 가진 사람이 박 후보를 가리키는 것이냐고 재차 묻자 “예”라고 답했다. 박 후보는 전날 페이스북을 통해 이 아파트를 지난 2월 처분했다고 밝힌 바 있다. 
안 후보는 이날 오후 기자들과 만난 자릴에서 중년 여성을 낮춰 부르는 ‘아줌마’란 호칭을 상대 여성 후보에게 사용한 것이 부적절하다는 지적을 받자 “저는 집 없는 아저씨”라는 말로 갈음했다. 안 후보는 서울시장에 출마하면서 선거관리위원회에 본인과 배우자 재산으로 총 1551억여원을 신고했는데 이중 부동산으로는 본인 명의의 서울 노원구 아파트 전세금 3억3500만원이 포함됐다. ",hankyoreh,5706.894480228966,4223.524209383142,1107.8766022320024
